COMMUNE_RESID,circo
47101,47002
47102,47001
47103,47001
47104,47002
47105,47003
47106,47003
47107,47002
47108,47002
47109,47003
47110,47002
47111,47003
47112,47002
47113,47001
47114,47002
47115,47002
47117,47003
47118,47002
47119,47002
47120,47002
47121,47002
47122,47002
47123,47003
47124,47003
47125,47003
47126,47002
47127,47002
47128,47001
47129,47002
47130,47002
47131,47002
47132,47003
47133,47001
47134,47001
47135,47002
47136,47002
47137,47001
47138,47003
47139,47001
47140,47003
47141,47003
47142,47002
47143,47001
47144,47002
47145,47001
47146,47003
47147,47002
47148,47002
47150,47002
47151,47002
47152,47003
47154,47003
47155,47003
47156,47002
47157,47002
47158,47001
47159,47002
47160,47003
47161,47003
47162,47003
47163,47002
47164,47003
47165,47002
47167,47001
47168,47002
47169,47001
47170,47003
47171,47003
47172,47001
47173,47003
47174,47001
47175,47003
47176,47001
47177,47002
47178,47003
47179,47003
47180,47001
47181,47003
47182,47003
47183,47003
47184,47003
47185,47003
47186,47001
47187,47002
47188,47002
47189,47002
47190,47003
47191,47002
47192,47003
47193,47003
47194,47002
47195,47001
47196,47002
47197,47001
47198,47003
47199,47002
47200,47003
47201,47001
47202,47003
47203,47003
47204,47002
47205,47002
47206,47003
47207,47001
47208,47002
47209,47001
47210,47002
47211,47001
47212,47002
47213,47003
47214,47002
47215,47003
47216,47002
47217,47001
47218,47002
47219,47003
47220,47002
47221,47001
47222,47002
47223,47003
47224,47002
47225,47001
47226,47002
47227,47002
47228,47003
47229,47002
47230,47003
47231,47002
47232,47002
47233,47002
47234,47001
47235,47002
47236,47002
47237,47003
47238,47001
47239,47003
47240,47003
47241,47003
47242,47003
47244,47002
47245,47002
47246,47001
47247,47002
47248,47001
47249,47001
47250,47002
47251,47002
47252,47003
47253,47002
47254,47002
47255,47003
47256,47003
47257,47002
47258,47001
47259,47003
47260,47003
47262,47001
47263,47002
47264,47002
47265,47003
47266,47001
47267,47002
47269,47001
47271,47002
47272,47003
47273,47003
47274,47001
47275,47002
47276,47003
47277,47002
47278,47002
47279,47001
47280,47003
47281,47001
47282,47001
47283,47003
47284,47003
47285,47002
47286,47002
47287,47001
47288,47003
47289,47003
47290,47002
47291,47003
47292,47003
47293,47001
47294,47002
47295,47003
47296,47002
47297,47003
47298,47002
47299,47003
47300,47001
47301,47002
47302,47001
47303,47002
47304,47002
47305,47003
47306,47003
47307,47003
47308,47001
47309,47003
47310,47002
47311,47003
47312,47003
47313,47003
47314,47003
47315,47003
47316,47002
47317,47002
47318,47001
47319,47003
47320,47002
47321,47002
47323,47003
47324,47003
47325,47002
47326,47002
47327,47001
47328,47003
48001,48001
48002,48001
48003,48001
48004,48001
48005,48001
48007,48001
48008,48001
48009,48001
48010,48001
48012,48001
48013,48001
48015,48001
48016,48001
48017,48001
48018,48001
48019,48001
48020,48001
48021,48001
48025,48001
48026,48001
48027,48001
48028,48001
48029,48001
48030,48001
48031,48001
48032,48001
48034,48001
48036,48001
48037,48001
48038,48001
48039,48001
48041,48001
48042,48001
48043,48001
48044,48001
48045,48001
48046,48001
48048,48001
48050,48001
48051,48001
48053,48001
48054,48001
48055,48001
48056,48001
48058,48001
48059,48001
48061,48001
48063,48001
48064,48001
48065,48001
48067,48001
48068,48001
48069,48001
48070,48001
48071,48001
48072,48001
48073,48001
48074,48001
48075,48001
48077,48001
48079,48001
48080,48001
48081,48001
48082,48001
48083,48001
48085,48001
48086,48001
48087,48001
48088,48001
48089,48001
48090,48001
48091,48001
48092,48001
48094,48001
48095,48001
48096,48001
48097,48001
48098,48001
48099,48001
48100,48001
48103,48001
48104,48001
48105,48001
48106,48001
48107,48001
48108,48001
48110,48001
48111,48001
48112,48001
48115,48001
48116,48001
48117,48001
48119,48001
48121,48001
48123,48001
48124,48001
48126,48001
48127,48001
48128,48001
48129,48001
48130,48001
48131,48001
48132,48001
48135,48001
48136,48001
48137,48001
48138,48001
48139,48001
48140,48001
48141,48001
48144,48001
48145,48001
48146,48001
48147,48001
48148,48001
48149,48001
48150,48001
48151,48001
48152,48001
48153,48001
48155,48001
48156,48001
48157,48001
48158,48001
48160,48001
48161,48001
48163,48001
48165,48001
48166,48001
48167,48001
48168,48001
48169,48001
48170,48001
48171,48001
48173,48001
48174,48001
48175,48001
48176,48001
48177,48001
48178,48001
48179,48001
48181,48001
48182,48001
48185,48001
48187,48001
48188,48001
48190,48001
48191,48001
48192,48001
48193,48001
48194,48001
48198,48001
49002,49003
49003,49004
49007,49001
49007,49002
49007,49006
49007,49007
49008,49007
49009,49004
49010,49007
49011,49004
49012,49004
49015,49007
49017,49003
49018,49003
49020,49006
49021,49003
49022,49004
49023,49006
49026,49007
49027,49006
49028,49006
49029,49002
49030,49003
49035,49006
49036,49007
49038,49007
49041,49003
49045,49003
49048,49001
49050,49002
49050,49004
49053,49004
49054,49007
49055,49007
49056,49007
49057,49004
49058,49005
49060,49004
49061,49007
49063,49002
49064,49007
49067,49001
49068,49006
49069,49006
49070,49005
49076,49003
49080,49001
49082,49002
49086,49004
49089,49007
49090,49001
49092,49002
49092,49004
49099,49005
49100,49004
49102,49004
49107,49003
49109,49004
49110,49003
49112,49004
49113,49004
49114,49003
49120,49002
49121,49004
49123,49004
49125,49004
49127,49003
49129,49001
49130,49001
49131,49004
49132,49003
49135,49001
49138,49003
49140,49004
49155,49007
49160,44006
49160,49006
49161,49007
49163,49003
49167,49002
49170,49001
49171,49003
49174,49003
49176,49007
49178,49007
49180,49003
49182,49004
49183,49007
49188,49003
49192,49005
49193,49006
49194,49003
49195,49005
49200,49007
49201,49003
49205,49001
49209,49003
49211,49004
49214,49007
49215,49004
49216,49001
49217,49007
49218,49006
49219,49004
49220,49001
49220,49003
49221,49003
49222,49002
49223,49002
49224,49003
49228,49003
49231,49005
49235,49004
49236,49004
49237,49003
49240,49004
49241,49001
49244,49006
49246,49002
49247,49006
49248,49007
49253,49004
49257,49003
49259,49002
49260,49005
49261,49003
49261,49004
49262,49004
49266,49007
49267,49001
49269,49005
49271,49007
49272,49003
49278,49002
49283,49006
49284,49006
49288,49002
49291,49004
49292,49002
49292,49004
49294,49007
49298,49006
49299,49005
49301,49005
49302,49004
49306,49006
49307,49002
49307,49003
49308,49002
49310,49004
49311,49003
49321,49007
49323,49001
49326,49002
49328,49003
49328,49004
49329,49006
49330,49001
49331,49007
49332,49005
49333,49003
49334,49003
49336,49004
49338,49002
49339,49001
49341,49004
49343,49005
49344,49001
49345,49004
49347,49001
49352,49005
49353,49002
49355,49005
49358,49004
49359,49004
49361,49003
49362,49004
49364,49004
49367,49007
49368,49003
49369,49003
49370,49004
49371,49005
49373,49004
49374,49003
49377,49001
49378,49003
49381,49005
50002,50001
50003,50003
50004,50001
50006,50001
50008,50003
50013,50004
50015,50003
50016,50003
50019,50002
50021,50001
50022,50004
50023,50001
50024,50001
50025,50002
50026,50001
50027,50002
50028,50003
50029,50002
50030,50004
50031,50003
50032,50001
50033,50003
50034,50001
50036,50003
50038,50002
50039,50001
50040,50002
50041,50004
50042,50002
50044,50003
50045,50003
50046,50001
50048,50001
50049,50003
50050,50001
50052,50001
50054,50001
50055,50003
50058,50003
50059,50001
50060,50001
50062,50002
50064,50003
50066,50002
50069,50001
50070,50001
50072,50003
50074,50002
50076,50003
50077,50004
50078,50003
50079,50003
50081,50003
50082,50003
50083,50003
50084,50003
50085,50003
50086,50004
50087,50003
50088,50002
50090,50002
50092,50003
50093,50003
50094,50003
50095,50001
50096,50004
50097,50003
50098,50001
50099,50001
50101,50004
50102,50002
50105,50003
50106,50001
50108,50002
50109,50003
50110,50001
50111,50003
50112,50002
50115,50002
50117,50002
50118,50001
50120,50003
50121,50002
50124,50002
50126,50002
50129,50004
50130,50001
50135,50004
50137,50001
50138,50003
50139,50001
50142,50004
50143,50003
50144,50002
50145,50003
50146,50002
50147,50003
50148,50001
50149,50004
50150,50004
50151,50003
50152,50002
50155,50002
50156,50003
50158,50002
50159,50001
50161,50001
50162,50004
50164,50001
50165,50002
50166,50003
50167,50002
50168,50002
50169,50001
50172,50001
50174,50002
50175,50001
50176,50003
50177,50003
50178,50004
50181,50003
50182,50003
50183,50003
50184,50003
50185,50001
50186,50001
50188,50002
50190,50001
50192,50001
50193,50002
50194,50001
50195,50002
50196,50004
50197,50003
50198,50003
50199,50002
50200,50002
50205,50002
50207,50003
50208,50003
50209,50004
50210,50003
50214,50001
50215,50003
50216,50001
50217,50002
50218,50002
50219,50003
50221,50003
50222,50003
50225,50001
50227,50001
50228,50003
50229,50002
50230,50004
50231,50003
50232,50003
50233,50003
50234,50001
50235,50003
50236,50003
50237,50002
50238,50003
50239,50001
50240,50003
50241,50001
50243,50003
50246,50001
50247,50002
50251,50003
50252,50003
50253,50002
50256,50002
50258,50001
50259,50002
50260,50002
50261,50001
50262,50001
50263,50002
50265,50003
50266,50003
50267,50003
50268,50001
50269,50001
50270,50003
50271,50002
50272,50003
50273,50003
50274,50002
50275,50002
50276,50002
50277,50003
50278,50003
50279,50003
50281,50002
50282,50002
50283,50001
50285,50003
50288,50002
50289,50003
50290,50002
50291,50001
50292,50001
50294,50004
50295,50001
50296,50004
50297,50001
50298,50001
50299,50003
50300,50002
50302,50001
50304,50003
50305,50004
50310,50001
50311,50003
50312,50002
50315,50002
50317,50002
50321,50001
50324,50001
50326,50003
50327,50003
50328,50003
50332,50003
50334,50001
50335,50003
50336,50003
50338,50001
50340,50003
50341,50001
50342,50004
50345,50003
50347,50002
50349,50003
50350,50003
50351,50001
50352,50001
50353,50002
50356,50001
50357,50001
50359,50002
50360,50003
50361,50002
50362,50002
50363,50001
50364,50003
50365,50003
50368,50003
50369,50003
50370,50003
50371,50002
50372,50003
50373,50001
50374,50003
50376,50003
50378,50003
50379,50002
50382,50004
50384,50004
50387,50003
50388,50003
50389,50003
50390,50001
50391,50002
50393,50001
50394,50003
50395,50004
50397,50002
50398,50001
50399,50002
50400,50001
50400,50003
50401,50003
50402,50003
50403,50003
50405,50003
50407,50002
50408,50002
50409,50001
50410,50002
50411,50002
50412,50003
50413,50002
50417,50004
50419,50003
50420,50001
50421,50001
50422,50001
50423,50001
50425,50003
50426,50003
50428,50002
50429,50003
50430,50003
50431,50001
50433,50004
50435,50003
50436,50002
50437,50003
50442,50003
50443,50002
50444,50001
50445,50001
50446,50001
50447,50002
50448,50002
50450,50002
50451,50002
50452,50002
50453,50001
50454,50003
50455,50001
50456,50002
50457,50003
50461,50001
50462,50002
50463,50003
50464,50003
50467,50001
50468,50001
50469,50004
50471,50003
50472,50002
50473,50001
50474,50002
50475,50001
50476,50001
50478,50001
50479,50001
50480,50003
50481,50003
50482,50003
50483,50001
50484,50002
50486,50003
50487,50002
50488,50001
50489,50002
50490,50003
50491,50001
50492,50001
50493,50002
50495,50002
50496,50002
50498,50003
50499,50002
50500,50002
50502,50001
50504,50001
50505,50002
50506,50003
50507,50001
50509,50001
50510,50003
50511,50001
50512,50001
50513,50003
50514,50002
50517,50001
50518,50002
50519,50004
50521,50002
50522,50003
50523,50001
50525,50002
50528,50003
50529,50002
50531,50002
50532,50002
50533,50003
50535,50002
50536,50003
50537,50003
50538,50001
50539,50004
50540,50002
50541,50002
50542,50002
50543,50002
50546,50001
50548,50003
50549,50003
50550,50003
50551,50003
50552,50003
50553,50002
50554,50002
50556,50001
50562,50004
50563,50001
50564,50001
50565,50002
50567,50003
50568,50003
50569,50003
50570,50002
50571,50001
50572,50003
50574,50002
50575,50004
50576,50003
50577,50003
50578,50001
50579,50003
50580,50003
50582,50002
50584,50002
50585,50003
50587,50003
50588,50003
50589,50002
50590,50002
50591,50002
50592,14006
50592,50001
50593,50004
50594,50004
50596,50004
50597,50002
50598,50004
50599,50004
50601,50001
50603,50003
50604,50003
50606,50001
50607,50001
50609,50001
50610,50001
50612,50002
50613,50004
50615,50003
50616,50002
50617,50003
50618,50004
50619,50004
50621,50001
50624,50003
50626,50003
50628,50002
50629,50003
50633,50004
50634,50004
50637,50001
50639,50001
50641,50001
50643,50004
50647,50002
50648,50003
51001,51005
51002,51003
51003,51004
51004,51005
51005,51005
51006,51005
51007,51003
51008,51005
51009,51005
51010,51005
51012,51002
51013,51002
51014,51002
51015,51004
51016,51005
51017,51005
51018,51005
51019,51004
51020,51002
51022,51005
51023,51005
51025,51001
51027,51004
51028,51003
51029,51005
51030,51003
51031,51003
51032,51005
51033,51003
51034,51003
51035,51005
51036,51005
51037,51002
51038,51002
51039,51005
51040,51005
51041,51005
51042,51003
51043,51001
51044,51003
51045,51003
51046,51004
51047,51004
51048,51002
51049,51005
51050,51003
51051,51001
51052,51004
51053,51004
51054,51004
51055,51001
51056,51003
51057,51005
51058,51002
51059,51005
51060,51005
51061,51004
51062,51004
51063,51002
51065,51005
51066,51005
51068,51005
51069,51002
51070,51003
51071,51003
51072,51002
51073,51002
51074,51001
51075,51001
51076,51003
51077,51002
51078,51004
51079,51003
51080,51005
51081,51002
51082,51004
51083,51004
51084,51005
51085,51003
51086,51002
51087,51005
51088,51001
51089,51002
51090,51005
51091,51005
51092,51005
51093,51005
51094,51005
51095,51005
51097,51004
51098,51005
51099,51005
51100,51003
51101,51001
51102,51001
51103,51005
51104,51004
51105,51004
51106,51005
51107,51005
51108,51004
51109,51002
51110,51003
51111,51002
51112,51003
51113,51003
51115,51003
51116,51003
51117,51005
51118,51002
51119,51003
51120,51002
51121,51003
51122,51005
51124,51003
51125,51005
51126,51004
51127,51005
51128,51003
51129,51003
51130,51005
51132,51004
51133,51004
51134,51005
51135,51005
51136,51002
51137,51003
51138,51004
51139,51004
51140,51002
51141,51005
51142,51005
51143,51004
51144,51005
51145,51002
51146,51005
51147,51004
51148,51005
51149,51005
51150,51005
51151,51005
51152,51003
51153,51003
51154,51005
51155,51005
51156,51005
51157,51003
51158,51005
51160,51004
51161,51004
51162,51005
51163,51003
51164,51005
51165,51005
51166,51004
51167,51005
51168,51004
51169,51005
51170,51003
51171,02001
51171,51001
51172,51004
51173,51003
51174,51003
51175,51003
51176,51005
51177,51002
51178,51005
51179,51005
51181,51002
51182,51005
51183,51001
51184,51005
51185,51003
51186,51003
51187,51002
51188,51002
51190,51003
51191,51004
51192,51003
51193,51005
51194,51002
51195,51005
51196,51005
51197,51004
51198,51002
51199,51002
51200,51005
51201,51002
51202,51003
51203,51004
51204,51003
51205,51004
51206,51004
51208,51005
51210,51003
51211,51004
51212,51005
51213,51004
51214,51004
51215,51005
51216,51004
51217,51003
51218,51005
51219,51005
51220,51005
51222,51004
51223,51005
51224,51005
51225,51002
51226,51005
51227,51005
51228,51004
51229,51004
51230,51003
51231,51005
51232,51004
51233,51003
51234,51005
51235,51003
51236,51003
51237,51003
51238,51003
51239,51005
51240,51005
51241,51005
51242,51004
51243,51005
51244,51005
51245,51002
51246,51005
51247,51003
51248,51005
51249,51003
51250,51002
51251,51005
51252,51003
51253,51004
51254,51005
51255,51004
51256,51003
51258,51003
51259,51005
51260,51005
51262,51005
51263,51003
51264,51003
51265,51005
51266,51003
51267,51002
51268,51005
51269,51005
51270,51005
51272,51004
51273,51005
51274,51004
51275,51005
51276,51005
51277,51005
51278,51004
51279,51005
51280,51004
51281,51005
51282,51002
51283,51004
51284,51005
51285,51005
51286,51005
51287,51003
51288,51005
51289,51005
51290,51005
51291,51002
51292,51004
51293,51001
51294,51002
51295,51005
51296,51005
51298,51003
51299,51001
51300,51005
51301,51004
51302,51005
51303,51005
51304,51003
51305,51002
51306,51003
51307,51004
51308,51002
51309,51002
51310,51002
51311,51005
51312,51004
51313,51005
51314,51002
51315,51005
51316,51005
51317,51004
51318,51001
51319,51005
51320,51003
51321,51002
51322,51005
51323,51005
51324,51005
51325,51005
51326,51004
51327,51005
51328,51005
51329,51001
51333,51003
51334,51005
51336,51004
51337,51002
51338,51003
51339,51005
51340,51005
51341,51004
51342,51005
51343,51005
51344,51003
51345,51003
51346,51003
51348,51002
51349,51005
51350,51003
51351,51005
51352,51005
51353,51005
51354,51005
51355,51004
51356,51005
51357,51005
51358,51005
51359,51003
51360,51003
51361,51005
51362,51001
51363,51005
51364,51002
51365,51002
51367,51005
51368,51004
51369,51005
51370,51004
51371,51005
51372,51005
51373,51005
51374,51005
51375,51003
51376,51003
51377,51005
51378,51005
51379,51002
51380,51003
51381,51003
51382,51002
51384,51005
51386,51003
51387,51005
51388,51004
51389,51004
51390,51003
51391,51002
51392,51003
51393,51003
51395,51003
51396,51003
51397,51004
51398,51002
51399,51004
51402,51003
51403,51004
51404,51004
51406,51005
51407,51003
51409,51005
51410,51003
51412,51005
51413,51005
51414,51002
51415,51005
51416,51003
51417,51005
51418,51002
51419,51005
51420,51005
51421,51005
51422,51002
51423,51005
51424,51004
51425,51002
51426,51005
51428,51003
51429,51002
51430,51005
51431,51003
51432,51005
51433,51005
51434,51005
51435,51005
51436,51005
51437,51002
51438,51005
51439,51001
51440,51004
51441,51005
51442,51005
51443,51003
51444,51001
51445,51003
51446,51005
51447,51004
51448,51002
51449,51004
51450,51003
51451,51005
51452,51004
51453,51004
51454,51001
51454,51002
51454,51003
51454,51004
51455,51005
51456,51004
51457,51002
51458,51005
51459,51003
51460,51003
51461,51003
51463,51005
51464,51002
51465,51003
51466,51002
51468,51002
51469,51005
51470,51004
51471,51002
51472,51005
51473,51003
51474,51002
51475,51005
51476,51004
51477,51001
51478,51005
51479,51002
51480,51002
51482,51005
51483,51004
51484,51002
51485,51004
51486,51004
51487,51004
51488,51003
51489,51005
51490,51005
51491,51004
51492,51005
51493,51004
51495,51005
51496,51005
51497,51005
51498,51004
51499,51005
51500,51004
51501,51004
51502,51005
51503,51004
51504,51004
51505,51004
51506,51004
51507,51004
51508,51005
51509,51005
51510,51005
51511,51005
51512,51005
51513,51005
51514,51005
51515,51004
51516,51005
51517,51004
51518,51001
51519,51004
51520,51005
51521,51005
51522,51005
51523,51002
51524,51005
51525,51005
51526,51005
51527,51002
51528,51005
51529,51004
51530,51003
51531,51005
51532,51003
51533,51004
51534,51002
51535,51005
51536,51003
51537,51004
51538,51005
51539,51005
51542,51003
51543,51004
51544,51004
51545,51005
51546,51004
51547,51004
51548,51005
51549,51004
51550,51005
51551,51005
51552,51005
51553,51004
51555,51005
51556,51005
51557,51005
51558,51005
51559,51004
51560,51003
51562,51004
51563,51003
51564,51003
51565,51005
51566,51005
51567,51005
51568,51001
51569,51002
51570,51003
51571,51003
51572,51004
51573,51002
51574,51005
51576,51003
51577,51002
51578,51005
51579,51003
51580,51003
51581,51002
51582,51002
51583,51005
51584,51004
51585,51003
51586,51002
51587,51004
51588,51004
51589,51005
51590,51005
51591,51002
51592,51002
51594,51005
51595,51005
51596,51003
51597,51003
51598,51005
51599,51004
51600,51004
51601,51005
51602,51005
51603,51005
51604,51002
51605,51003
51607,51003
51608,51005
51609,51003
51610,51004
51611,51005
51612,51005
51613,51003
51614,51003
51616,51005
51617,51004
51618,51003
51619,51004
51620,51004
51621,51004
51622,51002
51623,51003
51624,51002
51625,51003
51626,51003
51627,51005
51628,51005
51629,51003
51630,51005
51631,51003
51632,51004
51633,51001
51634,51005
51635,51005
51636,51003
51637,51002
51638,51005
51639,51003
51640,51004
51641,51003
51642,51005
51643,51003
51644,51003
51645,51005
51646,51004
51647,51005
51648,51005
51649,51005
51650,51004
51652,51005
51654,51005
51655,51005
51656,51004
51657,51002
51658,51005
51659,51004
51660,51001
51662,51001
51663,51003
52001,52001
52002,52001
52003,52002
52004,52002
52005,52001
52006,52002
52007,52002
52008,52002
52009,52001
52011,52002
52012,52002
52013,52001
52014,52001
52015,52001
52016,52001
52017,52001
52019,52002
52021,52002
52022,52001
52023,52001
52025,52001
52027,52001
52028,52001
52029,52002
52030,52002
52031,52002
52033,52001
52034,52002
52035,52001
52037,52001
52038,52001
52039,52002
52040,52001
52042,52001
52043,52001
52044,52002
52045,52002
52047,52002
52050,52001
52051,52001
52053,52002
52055,52002
52056,52001
52057,52002
52058,52002
52059,52001
52060,52001
52061,52002
52062,52001
52063,52001
52064,52001
52065,52002
52066,52002
52067,52001
52069,52001
52070,52001
52072,52001
52074,52001
52075,52002
52076,52001
52079,52002
52082,52001
52083,52001
52084,52002
52085,52001
52087,52001
52088,52002
52089,52001
52090,52001
52091,52002
52092,52001
52093,52001
52094,52001
52095,52002
52097,52002
52099,52002
52101,52001
52102,52001
52103,52001
52104,52002
52105,52001
52106,52001
52107,52002
52108,52001
52109,52002
52110,52002
52113,52001
52114,52001
52115,52001
52116,52001
52118,52002
52119,52001
52120,52001
52121,52001
52122,52001
52123,52002
52124,52001
52125,52001
52126,52001
52127,52001
52128,52002
52129,52002
52130,52001
52131,52002
52132,52001
52133,52001
52134,52001
52135,52001
52136,52001
52137,52001
52138,52001
52140,52002
52141,52001
52142,52002
52145,52001
52146,52001
52147,52001
52149,52002
52151,52001
52155,52001
52156,52002
52157,52002
52158,52001
52159,52001
52160,52002
52161,52001
52162,52001
52163,52001
52164,52001
52165,52001
52167,52002
52168,52001
52169,52002
52170,52001
52171,52002
52172,52002
52173,52002
52174,52001
52175,52002
52177,52002
52178,52002
52179,52002
52181,52002
52182,52002
52183,52002
52184,52002
52185,52001
52187,52002
52189,52001
52190,52001
52193,52001
52194,52002
52195,52001
52196,52001
52197,52001
52198,52002
52199,52002
52200,52001
52201,52002
52203,52002
52204,52002
52205,52001
52206,52002
52207,52001
52208,52001
52211,52002
52212,52002
52213,52001
52214,52002
52216,52001
52217,52001
52218,52002
52219,52002
52220,52001
52221,52002
52222,52002
52223,52001
52227,52001
52228,52001
52229,52001
52230,52002
52231,52002
52232,52002
52233,52001
52234,52001
52235,52002
52237,52001
52240,52001
52242,52001
52243,52001
52244,52002
52245,52002
52246,52001
52247,52001
52248,52001
52249,52001
52250,52002
52251,52001
52253,52002
52254,52002
52256,52002
52257,52001
52258,52001
52260,52002
52264,52001
52265,52002
52266,52002
52267,52002
52269,52001
52271,52001
52272,52001
52273,52001
52274,52001
52275,52001
52276,52001
52277,52001
52278,52002
52280,52001
52282,52001
52284,52002
52285,52001
52286,52002
52287,52001
52288,52002
52289,52002
52290,52001
52291,52001
52292,52001
52294,52002
52295,52001
52297,52001
52298,52001
52300,52002
52301,52001
52302,52002
52303,52001
52304,52001
52305,52001
52306,52002
52307,52001
52308,52002
52310,52002
52311,52001
52312,52001
52313,52002
52315,52001
52316,52002
52318,52001
52319,52001
52320,52001
52321,52002
52322,52002
52325,52001
52326,52002
52327,52002
52328,52001
52330,52002
52331,52002
52332,52001
52335,52002
52336,52002
52337,52002
52341,52002
52342,52002
52344,52001
52346,52002
52347,52002
52348,52001
52349,52001
52350,52001
52352,52001
52353,52001
52354,52001
52355,52001
52356,52002
52357,52002
52358,52001
52359,52002
52360,52001
52362,52001
52363,52001
52364,52001
52365,52001
52366,52001
52367,52002
52369,52002
52370,52002
52371,52002
52372,52001
52373,52001
52374,52001
52375,52001
52376,52002
52377,52001
52378,52002
52380,52001
52383,52001
52384,52001
52385,52001
52386,52002
52388,52001
52390,52001
52391,52002
52392,52001
52393,52001
52394,52001
52395,52001
52396,52001
52397,52001
52398,52002
52399,52001
52400,52001
52401,52001
52403,52001
52405,52001
52406,52001
52407,52002
52411,52002
52413,52002
52414,52002
52415,52001
52416,52001
52419,52002
52420,52002
52421,52001
52422,52001
52423,52002
52424,52001
52425,52001
52426,52002
52428,52002
52429,52002
52431,52001
52432,52001
52433,52001
52436,52002
52437,52001
52438,52001
52439,52001
52440,52002
52442,52002
52443,52002
52444,52002
52445,52001
52446,52001
52447,52001
52448,52002
52449,52001
52450,52001
52452,52001
52453,52001
52455,52001
52456,52002
52457,52001
52459,52001
52461,52001
52463,52002
52464,52001
52465,52001
52467,52001
52468,52002
52469,52001
52470,52001
52472,52002
52473,52002
52474,52001
52475,52002
52476,52001
52479,52002
52480,52002
52482,52001
52483,52001
52484,52002
52486,52001
52487,52002
52488,52001
52489,52001
52490,52002
52491,52002
52492,52001
52493,52001
52494,52001
52495,52002
52497,52002
52499,52001
52500,52002
52502,52002
52503,52001
52504,52001
52505,52001
52506,52002
52507,52001
52510,52002
52511,52002
52512,52002
52513,52001
52514,52001
52515,52001
52516,52001
52517,52002
52518,52001
52519,52001
52520,52001
52522,52002
52523,52002
52524,52002
52525,52001
52526,52001
52528,52002
52529,52001
52534,52002
52535,52001
52536,52001
52538,52001
52539,52001
52540,52001
52541,52001
52542,52001
52543,52002
52544,52001
52545,52001
52546,52001
52547,52002
52548,52002
52549,52001
52550,52002
53001,53002
53002,53003
53003,53003
53005,53003
53007,53001
53008,53003
53009,53002
53010,53001
53011,53002
53012,53002
53013,53001
53015,53003
53016,53001
53017,53002
53018,53002
53019,53002
53021,53003
53022,53002
53023,53003
53025,53002
53026,53003
53027,53002
53028,53003
53029,53002
53030,53002
53031,53003
53033,53002
53034,53001
53035,53002
53036,53002
53037,53002
53038,53001
53039,53003
53040,53003
53041,53002
53042,53003
53043,53001
53045,53003
53046,53002
53047,53003
53048,53003
53049,53001
53051,53003
53052,53001
53053,53001
53054,53001
53055,53003
53056,53001
53057,53003
53058,53002
53059,53001
53061,53003
53062,53002
53063,53002
53064,53003
53066,53002
53067,53002
53068,53002
53069,53003
53071,53003
53072,53003
53073,53002
53074,53003
53075,53002
53076,53002
53077,53002
53078,53002
53079,53003
53080,53003
53082,53002
53083,53001
53084,53002
53085,53001
53086,53003
53087,53002
53088,53002
53089,53002
53090,53002
53091,53003
53093,53003
53094,53001
53096,53003
53097,53001
53098,53002
53099,53001
53100,53003
53101,53002
53102,53002
53103,53003
53104,53002
53105,53001
53106,53001
53107,53003
53108,53003
53109,53003
53110,53002
53111,53003
53112,53003
53113,53001
53114,53003
53115,53003
53116,53003
53117,53002
53118,53003
53119,53002
53120,53001
53121,53003
53122,53001
53123,53003
53124,53002
53125,53003
53126,53003
53127,53003
53128,53002
53129,53003
53130,53001
53130,53002
53131,53003
53132,53003
53133,53003
53134,53001
53135,53002
53136,53002
53137,53003
53139,53001
53140,53001
53141,53001
53142,53003
53143,53002
53144,53003
53145,53002
53146,53003
53147,53003
53148,53002
53150,53002
53151,53002
53152,53002
53153,53001
53154,53003
53155,53003
53156,53001
53157,53002
53158,53003
53160,53003
53161,53001
53162,53003
53163,53001
53164,53003
53165,53002
53168,53002
53169,53003
53170,53003
53172,53002
53173,53003
53174,53003
53175,53001
53176,53003
53177,53003
53178,53002
53179,53003
53180,53002
53181,53003
53182,53003
53184,53002
53185,53001
53186,53002
53187,53001
53188,53002
53189,53003
53190,53003
53191,53002
53192,53002
53193,53002
53195,53003
53196,53003
53197,53002
53198,53001
53199,53003
53200,53003
53201,53002
53202,53003
53203,53002
53204,53003
53206,53002
53208,53001
53209,53003
53210,53002
53211,53003
53212,53002
53213,53003
53214,53002
53216,53003
53218,53001
53219,53003
53220,53002
53221,53001
53222,53003
53223,53001
53224,53001
53225,53003
53226,53003
53228,53002
53229,53001
53230,53003
53232,53002
53233,53002
53234,53003
53235,53003
53236,53001
53237,53003
53238,53003
53240,53002
53242,53002
53243,53003
53245,53003
53246,53001
53247,53003
53248,53002
53249,53001
53250,53002
53251,53002
53253,53002
53255,53002
53256,53001
53257,53002
53258,53002
53259,53002
53260,53002
53261,53003
53262,53001
53263,53003
53264,53002
53265,53002
53266,53001
53267,53002
53269,53003
53270,53003
53271,53001
53272,53001
53273,53002
53276,53001
54001,54006
54002,54006
54003,54005
54004,54006
54005,54005
54006,54001
54007,54005
54008,54005
54009,54006
54010,54005
54011,54003
54012,54001
54013,54004
54014,54004
54015,54003
54016,54005
54017,54004
54018,54003
54019,54005
54020,54004
54021,54006
54022,54006
54023,54004
54024,54006
54025,54004
54026,54004
54027,54006
54028,54006
54029,54003
54030,54004
54031,54006
54032,54005
54033,54003
54034,54005
54035,54004
54036,54003
54037,54004
54038,54004
54039,54004
54040,54004
