COMMUNE_RESID,circo
27668,27001
27669,27003
27670,27005
27671,27003
27672,27005
27673,27005
27674,27001
27677,27002
27678,27001
27679,27001
27680,27003
27681,27005
27682,27005
27683,27005
27684,27001
27685,27002
27686,27003
27689,27001
27690,27005
27691,27004
27692,27002
27693,27001
27694,27005
27695,27002
27696,27001
27697,27004
27698,27002
27699,27004
27700,27004
27701,27004
28001,28002
28003,28002
28004,28004
28005,28004
28006,28003
28007,28002
28008,28002
28009,28004
28010,28003
28012,28004
28013,28004
28014,28002
28015,28001
28015,28004
28016,28003
28018,28003
28019,28004
28021,28003
28022,28003
28023,28001
28024,28001
28025,28004
28026,28004
28027,28003
28028,28004
28029,28004
28030,28002
28031,28003
28032,28004
28033,28003
28034,28001
28035,28001
28036,28002
28037,28002
28038,28003
28039,28004
28040,28003
28041,28003
28045,28002
28046,28002
28047,28004
28048,28003
28049,28004
28050,28002
28051,28004
28052,28001
28053,28002
28054,28001
28055,28001
28056,28001
28057,28004
28058,28001
28059,28002
28060,28001
28061,28004
28062,28002
28064,28002
28065,28004
28067,28003
28068,28001
28070,28001
28071,28003
28072,28003
28073,28004
28074,28004
28075,28004
28076,28002
28077,28002
28078,28003
28079,28003
28080,28003
28081,28003
28082,28002
28084,28001
28085,28001
28085,28003
28086,28003
28087,28002
28088,28004
28089,28002
28090,28002
28091,28003
28092,28004
28094,28001
28095,28003
28096,28002
28098,28002
28099,28003
28100,28003
28102,28001
28103,28004
28104,28001
28105,28003
28106,28004
28107,28001
28108,28004
28109,28003
28110,28001
28111,28003
28113,28001
28114,28004
28116,28003
28117,28002
28118,28001
28119,28003
28120,28002
28121,28004
28122,28001
28123,28004
28124,28002
28126,28004
28127,28004
28128,28003
28129,28004
28130,28002
28132,28004
28134,28002
28135,28001
28136,28002
28137,28001
28139,28003
28140,28001
28141,28003
28142,28003
28143,28002
28144,28003
28146,28001
28147,28002
28148,28003
28149,28002
28151,28002
28153,28004
28154,28003
28155,28002
28156,28003
28157,28004
28158,28001
28159,28002
28160,28004
28161,28003
28162,28001
28163,28001
28164,28004
28166,28003
28167,28003
28168,28001
28169,28004
28170,28002
28171,28002
28172,28001
28173,28001
28175,28003
28176,28004
28177,28001
28178,28002
28180,28002
28182,28004
28183,28004
28184,28004
28185,28002
28187,28002
28188,28004
28189,28004
28190,28004
28191,28001
28192,28003
28193,28002
28194,28004
28195,28001
28196,28003
28197,28004
28198,28004
28199,28004
28200,28002
28201,28001
28202,28002
28203,28003
28206,28002
28207,28004
28208,28004
28209,28003
28210,28004
28211,28004
28212,28004
28213,28001
28214,28003
28215,28004
28216,28002
28217,28002
28218,28003
28219,28003
28220,28001
28221,28004
28222,28003
28223,28002
28225,28003
28226,28002
28227,28001
28229,28003
28230,28004
28231,28002
28232,28003
28233,28004
28234,28003
28235,28002
28236,28003
28237,28003
28239,28002
28240,28003
28242,28003
28243,28004
28245,28003
28246,28004
28247,28002
28248,28002
28249,28001
28251,28002
28252,28003
28253,28001
28254,28003
28255,28004
28256,28004
28257,28004
28259,28004
28260,28004
28261,28003
28263,28002
28264,28003
28265,28003
28267,28002
28268,28004
28269,28001
28270,28004
28271,28002
28272,28004
28273,28003
28274,28004
28275,28001
28276,28004
28277,28004
28278,28001
28279,28001
28280,28003
28281,28003
28282,28003
28283,28004
28284,28004
28285,28004
28286,28003
28287,28004
28289,28001
28290,28003
28291,28004
28292,28002
28293,28002
28294,28004
28296,28004
28298,28001
28299,28001
28300,28004
28301,28001
28302,28003
28303,28004
28304,28004
28305,28004
28306,28004
28308,28002
28309,28001
28310,28002
28312,28002
28313,28004
28314,28002
28315,28002
28316,28002
28317,28004
28319,28004
28321,28002
28322,28002
28323,28002
28324,28003
28325,28003
28326,28004
28327,28003
28329,28004
28330,28004
28331,28003
28332,28002
28333,28003
28334,28004
28335,28003
28336,28003
28337,28003
28339,28003
28341,28002
28342,28003
28343,28001
28344,28004
28346,28002
28347,28002
28348,28002
28349,28001
28350,28003
28351,28002
28352,28001
28353,28004
28354,28003
28355,28002
28357,28001
28358,28001
28359,28002
28360,28002
28362,28003
28363,28004
28364,28004
28365,28003
28366,28004
28367,28004
28368,28002
28369,28002
28370,28004
28371,28002
28372,28001
28373,28002
28374,28002
28375,28002
28377,28002
28378,28003
28379,28001
28380,28001
28382,28004
28383,28004
28385,28003
28386,28002
28387,28003
28388,28001
28389,28004
28390,28004
28391,28004
28392,28004
28393,28002
28394,28002
28395,28003
28396,28004
28397,28004
28398,28004
28400,28004
28401,28003
28403,28001
28404,28002
28405,28002
28406,28004
28407,28003
28408,28004
28409,28004
28410,28004
28411,28004
28414,28003
28415,28001
28417,28001
28418,28004
28419,28004
28421,28004
28422,28004
28423,28001
28424,28004
28425,28001
28426,28004
29001,29006
29002,29008
29003,29007
29004,29008
29005,29008
29006,29001
29007,29006
29008,29007
29010,29005
29011,29002
29012,29006
29013,29006
29014,29004
29015,29003
29016,29006
29017,29003
29018,29006
29019,29002
29019,29003
29020,29001
29021,29005
29022,29006
29023,29004
29024,29006
29025,29006
29026,29006
29027,29006
29028,29007
29029,29006
29030,29004
29031,29008
29032,29001
29033,29006
29034,29004
29035,29003
29036,29006
29037,29007
29038,29004
29039,29008
29040,29003
29041,29006
29042,29006
29043,29006
29044,29006
29045,29005
29046,29007
29047,29003
29048,29001
29049,29008
29051,29001
29053,29006
29054,29006
29055,29005
29056,29005
29057,29001
29058,29001
29059,29004
29060,29001
29061,29002
29062,29006
29063,29007
29064,29005
29065,29007
29066,29007
29067,29004
29068,29004
29069,29002
29070,29007
29071,29008
29072,29007
29073,29004
29074,29005
29075,29005
29076,29003
29077,29005
29078,29006
29079,29004
29080,29006
29081,29006
29082,29004
29083,29007
29084,29003
29085,29007
29086,29006
29087,29007
29089,29006
29090,29006
29091,29005
29093,29003
29094,29005
29095,29003
29097,29005
29098,29003
29099,29003
29100,29003
29101,29005
29102,29006
29103,29005
29104,29006
29105,29005
29106,29001
29107,29001
29108,29007
29109,29003
29110,29001
29111,29005
29112,29003
29113,29004
29114,29004
29115,29006
29116,29004
29117,29005
29119,29003
29120,29006
29122,29006
29123,29006
29124,29005
29125,29006
29126,29003
29128,29004
29130,29003
29131,29004
29132,29004
29133,29004
29134,29006
29135,29007
29136,29008
29137,29006
29139,29006
29140,29006
29141,29006
29142,29006
29143,29007
29144,29004
29145,29007
29146,29008
29147,29008
29148,29004
29150,29008
29151,29004
29152,29006
29153,29008
29155,29006
29156,29005
29158,29007
29159,29007
29160,29003
29161,29001
29162,29006
29163,29004
29165,29007
29166,29006
29167,29007
29168,29007
29169,29007
29170,29001
29171,29007
29172,29006
29173,29007
29174,29007
29175,29006
29176,29006
29177,29003
29178,29003
29179,29005
29180,29004
29181,29005
29182,29004
29183,29004
29184,29004
29185,29005
29186,29004
29187,29005
29188,29004
29189,29006
29190,29003
29191,29004
29192,29004
29193,29005
29195,29005
29196,29003
29197,29007
29198,29005
29199,29004
29201,29003
29202,29004
29204,29005
29205,29006
29206,29005
29207,29004
29208,29003
29209,29003
29210,29004
29211,29006
29212,29003
29213,29004
29214,29007
29215,29007
29216,29001
29217,29008
29218,29007
29220,29007
29221,29003
29222,29006
29224,29007
29225,29007
29226,29007
29227,29006
29228,29007
29229,29006
29230,29008
29232,29001
29233,29008
29234,29008
29235,29005
29236,29008
29237,29004
29238,29006
29239,29004
29240,29006
29241,29008
29243,29006
29244,29005
29245,29005
29246,29006
29247,29001
29248,29005
29249,29006
29250,29006
29251,29004
29252,29007
29254,29004
29255,29005
29256,29006
29257,29003
29259,29004
29260,29003
29261,29006
29262,29004
29263,29006
29264,29005
29265,29004
29266,29004
29267,29006
29268,29005
29269,29008
29270,29006
29271,29004
29272,29008
29273,29004
29274,29008
29275,29006
29276,29004
29277,29004
29278,29006
29279,29004
29280,29006
29281,29008
29282,29003
29284,29007
29285,29004
29286,29004
29287,29005
29288,29005
29289,29006
29290,29005
29291,29006
29292,29007
29293,29008
29294,29004
29295,29005
29296,29007
29297,29008
29298,29007
29299,29003
29300,29008
29301,29004
29302,29006
2A001,2A001
2A004,2A001
2A004,2A002
2A006,2A001
2A008,2A002
2A011,2A002
2A014,2A001
2A017,2A001
2A018,2A002
2A019,2A001
2A021,2A002
2A022,2A001
2A024,2A002
2A026,2A002
2A027,2A001
2A028,2A001
2A031,2A002
2A032,2A001
2A035,2A002
2A038,2A002
2A040,2A001
2A041,2A002
2A048,2A001
2A056,2A002
2A060,2A001
2A061,2A002
2A062,2A001
2A064,2A002
2A065,2A001
2A066,2A002
2A070,2A001
2A071,2A002
2A085,2A002
2A089,2A002
2A090,2A001
2A091,2A002
2A092,2A002
2A094,2A002
2A098,2A002
2A099,2A002
2A100,2A001
2A103,2A001
2A104,2A002
2A108,2A001
2A114,2A002
2A115,2A002
2A117,2A002
2A118,2A002
2A119,2A002
2A127,2A002
2A128,2A002
2A129,2A002
2A130,2A002
2A131,2A001
2A132,2A002
2A133,2A002
2A139,2A002
2A141,2A001
2A142,2A002
2A144,2A001
2A146,2A002
2A154,2A001
2A158,2A002
2A160,2A002
2A163,2A002
2A174,2A001
2A181,2A002
2A186,2A002
2A189,2A002
2A191,2A002
2A196,2A001
2A197,2A001
2A198,2A001
2A200,2A002
2A203,2A001
2A204,2A001
2A209,2A001
2A211,2A002
2A212,2A001
2A215,2A002
2A228,2A002
2A232,2A002
2A240,2A001
2A247,2A002
2A249,2A002
2A253,2A002
2A254,2A002
2A258,2A001
2A259,2A001
2A262,2A001
2A266,2A001
2A268,2A002
2A269,2A002
2A270,2A001
2A271,2A001
2A272,2A002
2A276,2A002
2A278,2A002
2A279,2A001
2A282,2A001
2A284,2A002
2A285,2A002
2A288,2A002
2A295,2A001
2A300,2A002
2A308,2A002
2A310,2A002
2A312,2A002
2A322,2A002
2A323,2A001
2A324,2A001
2A326,2A002
2A330,2A001
2A331,2A002
2A336,2A001
2A345,2A001
2A348,2A001
2A349,2A002
2A351,2A001
2A357,2A002
2A358,2A002
2A359,2A002
2A360,2A002
2A362,2A002
2A363,2A002
2B002,2B002
2B003,2B002
2B005,2B002
2B007,2B002
2B009,2B002
2B010,2B002
2B012,2B002
2B013,2B002
2B015,2B002
2B016,2B002
2B020,2B002
2B023,2B002
2B025,2B002
2B029,2B001
2B030,2B001
2B033,2B001
2B034,2B002
2B036,2B002
2B037,2B001
2B039,2B002
2B042,2B001
2B043,2B001
2B045,2B002
2B046,2B001
2B047,2B002
2B049,2B002
2B050,2B002
2B051,2B002
2B052,2B002
2B053,2B002
2B054,2B002
2B055,2B002
2B057,2B002
2B058,2B001
2B059,2B002
2B063,2B002
2B067,2B002
2B068,2B002
2B069,2B002
2B072,2B002
2B073,2B002
2B074,2B002
2B075,2B002
2B077,2B002
2B078,2B002
2B079,2B002
2B080,2B002
2B081,2B002
2B082,2B002
2B083,2B002
2B084,2B002
2B086,2B001
2B087,2B002
2B088,2B002
2B093,2B002
2B095,2B002
2B096,2B002
2B097,2B002
2B101,2B002
2B102,2B002
2B105,2B002
2B106,2B002
2B107,2B001
2B109,2B001
2B110,2B002
2B111,2B002
2B112,2B002
2B113,2B002
2B116,2B002
2B120,2B001
2B121,2B002
2B122,2B002
2B123,2B002
2B124,2B002
2B125,2B002
2B126,2B002
2B134,2B002
2B135,2B002
2B136,2B001
2B137,2B002
2B138,2B002
2B140,2B002
2B143,2B002
2B145,2B002
2B147,2B002
2B148,2B001
2B149,2B002
2B150,2B002
2B152,2B001
2B153,2B002
2B155,2B002
2B156,2B002
2B157,2B002
2B159,2B001
2B161,2B002
2B162,2B002
2B164,2B002
2B165,2B002
2B166,2B002
2B167,2B002
2B168,2B002
2B169,2B002
2B170,2B001
2B171,2B002
2B172,2B001
2B173,2B002
2B175,2B002
2B176,2B002
2B177,2B002
2B178,2B001
2B179,2B002
2B180,2B002
2B182,2B002
2B183,2B001
2B184,2B001
2B185,2B001
2B187,2B001
2B188,2B001
2B190,2B002
2B192,2B002
2B193,2B002
2B194,2B002
2B195,2B002
2B199,2B002
2B201,2B002
2B202,2B002
2B205,2B001
2B206,2B002
2B207,2B002
2B208,2B002
2B210,2B002
2B213,2B002
2B214,2B002
2B216,2B002
2B217,2B002
2B218,2B002
2B219,2B002
2B220,2B002
2B221,2B002
2B222,2B002
2B223,2B001
2B224,2B001
2B225,2B002
2B226,2B002
2B227,2B002
2B229,2B002
2B230,2B001
2B231,2B002
2B233,2B001
2B234,2B002
2B235,2B002
2B236,2B002
2B238,2B002
2B239,2B001
2B241,2B002
2B242,2B002
2B243,2B002
2B244,2B002
2B245,2B002
2B246,2B002
2B248,2B002
2B250,2B002
2B251,2B002
2B252,2B002
2B255,2B002
2B256,2B002
2B257,2B001
2B260,2B002
2B261,2B001
2B263,2B002
2B264,2B002
2B265,2B001
2B267,2B002
2B273,2B002
2B274,2B002
2B275,2B002
2B277,2B002
2B280,2B002
2B281,2B001
2B283,2B002
2B286,2B002
2B287,2B001
2B289,2B002
2B290,2B002
2B291,2B002
2B292,2B002
2B293,2B002
2B296,2B002
2B297,2B002
2B298,2B001
2B299,2B002
2B301,2B001
2B302,2B002
2B303,2B002
2B304,2B002
2B305,2B001
2B306,2B002
2B307,2B002
2B309,2B001
2B311,2B002
2B313,2B002
2B314,2B001
2B315,2B002
2B316,2B002
2B317,2B002
2B318,2B002
2B319,2B002
2B320,2B002
2B321,2B002
2B327,2B001
2B328,2B002
2B329,2B002
2B332,2B001
2B333,2B001
2B334,2B002
2B335,2B002
2B337,2B002
2B338,2B002
2B339,2B002
2B340,2B002
2B341,2B002
2B342,2B002
2B343,2B002
2B344,2B002
2B346,2B002
2B347,2B002
2B350,2B001
2B352,2B002
2B353,2B001
2B354,2B002
2B355,2B002
2B356,2B002
2B361,2B002
2B364,2B002
2B365,2B002
2B366,2B002
30001,30006
30002,30005
30003,30002
30004,30002
30005,30004
30006,30002
30007,30004
30007,30005
30008,30004
30009,30005
30010,30005
30011,30003
30012,30003
30013,30003
30014,30006
30015,30005
30016,30005
30017,30005
30018,30002
30019,30002
30020,30002
30021,30004
30022,30005
30023,30002
30024,30005
30025,30005
30026,30005
30027,30005
30028,30003
30029,30004
30030,30004
30031,30004
30032,30001
30033,30002
30034,30001
30035,30004
30036,30002
30037,30005
30038,30005
30039,30006
30040,30005
30041,30006
30042,30005
30043,30002
30044,30005
30045,30005
30046,30005
30047,30001
30048,30004
30049,30004
30050,30005
30051,30005
30052,30005
30053,30004
30054,30005
30055,30004
30056,30004
30057,30006
30058,30005
30059,30002
30060,30001
30061,30004
30062,30002
30064,30005
30065,30005
30066,30005
30067,30006
30068,30005
30069,30005
30070,30004
30071,30005
30072,30004
30073,30003
30074,30005
30075,30005
30076,30003
30077,30005
30079,30005
30080,30005
30081,30003
30082,30005
30083,30002
30084,30003
30085,30003
30086,30004
30087,30005
30088,30005
30089,30003
30090,30005
30091,30002
30092,30003
30093,30005
30094,30005
30095,30005
30096,30004
30097,30004
30098,30005
30099,30005
30100,30004
30101,30004
30102,30004
30103,30003
30104,30005
30105,30005
30106,30005
30107,30003
30108,30005
30109,30004
30110,30006
30111,30004
30112,30005
30113,30004
30114,30002
30115,30004
30116,30003
30117,30001
30119,30005
30120,30005
30121,30005
30122,30005
30123,30002
30124,30004
30125,30001
30126,30004
30127,30003
30128,30002
30129,30005
30130,30005
30131,30004
30132,30005
30133,30002
30134,30004
30135,30001
30136,30002
30137,30005
30138,30002
30139,30005
30140,30005
30141,30003
30142,30005
30143,30004
30144,30002
30145,30006
30146,30005
30147,30005
30148,30005
30149,30003
30150,30005
30151,30004
30152,30004
30153,30005
30154,30005
30155,30006
30156,30006
30158,30004
30159,30004
30160,30005
30161,30005
30162,30005
30163,30005
30164,30004
30165,30004
30166,30003
30167,30004
30168,30005
30169,30001
30170,30005
30171,30004
30172,30005
30173,30004
30174,30006
30175,30004
30176,30005
30177,30004
30178,30003
30179,30003
30180,30004
30181,30005
30182,30005
30183,30005
30184,30004
30185,30002
30186,30002
30187,30004
30188,30004
30189,30001
30189,30006
30191,30003
30192,30005
30193,30005
30194,30005
30195,30005
30196,30003
30197,30004
30198,30005
30199,30005
30200,30005
30201,30005
30202,30004
30203,30005
30204,30004
30205,30004
30206,30006
30207,30003
30208,30005
30209,30003
30210,30005
30211,30006
30212,30003
30213,30005
30214,30005
30215,30004
30216,30005
30217,30003
30218,30004
30219,30005
30220,30005
30221,30003
30222,30003
30223,30004
30224,30004
30225,30003
30226,30004
30227,30004
30228,30004
30229,30005
30230,30004
30231,30005
30232,30004
30233,30005
30234,30005
30235,30003
30236,30005
30237,30004
30238,30005
30239,30005
30240,30004
30241,30004
30242,30004
30243,30005
30244,30002
30245,30005
30246,30005
30247,30004
30248,30004
30249,30002
30250,30004
30251,30003
30252,30005
30253,30004
30254,30003
30255,30004
30256,30003
30257,30006
30258,30002
30259,30004
30260,30003
30261,30004
30262,30006
30263,30005
30264,30004
30265,30005
30266,30004
30267,30005
30268,30004
30269,30005
30270,30005
30271,30004
30272,30005
30273,30004
30274,30004
30275,30004
30276,30002
30277,30004
30278,30003
30279,30004
30280,30005
30281,30005
30282,30004
30283,30005
30284,30004
30285,30004
30286,30006
30287,30003
30288,30003
30289,30005
30290,30004
30291,30005
30292,30003
30293,30004
30294,30004
30295,30006
30296,30005
30297,30005
30298,30005
30299,30006
30300,30005
30301,30006
30302,30003
30303,30004
30304,30004
30305,30004
30306,30002
30307,30005
30308,30006
30309,30005
30310,30005
30311,30005
30312,30003
30313,30004
30314,30005
30315,30003
30316,30005
30317,30003
30318,30004
30319,30006
30320,30004
30321,30002
30322,30005
30323,30005
30324,30002
30325,30005
30326,30003
30327,30004
30328,30003
30329,30005
30330,30005
30331,30003
30332,30005
30333,30002
30334,30006
30335,30005
30336,30001
30337,30006
30338,30004
30339,30005
30340,30003
30341,30002
30342,30003
30343,30004
30344,30002
30345,30005
30346,30003
30347,30002
30348,30004
30349,30005
30350,30005
30351,30003
30352,30002
30353,30005
30354,30005
30355,30003
30356,30001
31001,31008
31002,31007
31003,31010
31004,31010
31005,31008
31006,31010
31007,31008
31008,31008
31009,31008
31010,31008
31011,31008
31012,31008
31013,31008
31014,31008
31015,31008
31017,31008
31018,31008
31019,31008
31020,31008
31021,31008
31022,31005
31023,31008
31024,31010
31025,31010
31026,31010
31027,31007
31028,31008
31029,31010
31030,31008
31031,31008
31032,31005
31033,31007
31034,31008
31035,31010
31036,31010
31037,31010
31038,31002
31039,31008
31040,31008
31041,31008
31042,31008
31043,31008
31044,31003
31045,31008
31046,31008
31047,31007
31048,31010
31049,31002
31050,31008
31051,31008
31052,31007
31053,31003
31054,31010
31055,31010
31056,31001
31057,31010
31058,31010
31059,31008
31060,31010
31061,31006
31062,31006
31063,31008
31064,31008
31065,31008
31066,31002
31067,31008
31068,31008
31069,31001
31070,31008
31071,31007
31072,31008
31073,31005
31074,31003
31075,31006
31076,31008
31077,31005
31078,31008
31079,31005
31080,31008
31081,31008
31082,31010
31083,31008
31084,31008
31085,31008
31086,31008
31087,31006
31088,31006
31089,31005
31090,31006
31091,31005
31092,31008
31093,31005
31094,31002
31095,31008
31096,31006
31097,31010
31098,31006
31099,31010
31100,31010
31101,31006
31102,31010
31103,31007
31104,31007
31105,31010
31106,31010
31107,31007
31108,31008
31109,31008
31110,31008
31111,31007
31112,31008
31113,31010
31114,31008
31115,31008
31116,31005
31117,31002
31118,31005
31119,31008
31120,31006
31121,31008
31122,31008
31123,31008
31124,31008
31125,31008
31126,31006
31127,31008
31128,31007
31129,31008
31130,31008
31131,31008
31132,31008
31133,31008
31134,31008
31135,31008
31136,31005
31137,31010
31138,31008
31139,31008
31140,31008
31141,31008
31142,31008
31143,31008
31144,31008
31145,31007
31146,31008
31147,31008
31148,31010
31149,31006
31150,31001
31151,31010
31152,31008
31153,31008
31155,31008
31156,31006
31157,31007
31158,31008
31159,31008
31160,31005
31161,31010
31162,31010
31163,31003
31164,31006
31165,31009
31166,31006
31167,31008
31168,31008
31169,31010
31170,31008
31171,31010
31172,31008
31173,31007
31174,31008
31175,31008
31176,31008
31177,31008
31178,31008
31179,31010
31180,31010
31181,31007
31182,31005
31183,31008
31184,31003
31185,31010
31186,31005
31187,31006
31188,31006
31189,31008
31190,31008
31191,31008
31192,31010
31193,31008
31194,31010
31195,31008
31196,31008
31197,31008
31198,31008
31199,31008
31200,31008
31201,31008
31202,31005
31203,31007
31204,31008
31205,31005
31206,31007
31207,31008
31208,31008
31209,31006
31210,31010
31211,31005
31212,31002
31213,31008
31215,31003
31216,31002
31217,31008
31218,31008
31219,31007
31220,31010
31221,31008
31222,31008
31223,31008
31224,31008
31225,31007
31226,31007
31227,31010
31228,31003
31229,31008
31230,31005
31231,31007
31232,31005
31233,31007
31234,31006
31235,31008
31236,31008
31237,31008
31238,31008
31239,31008
31240,31010
31241,31008
31242,31008
31243,31010
31244,31008
31245,31008
31246,31008
31247,31008
31248,31009
31249,31010
31250,31008
31251,31008
31252,31005
31253,31007
31254,31010
31255,31008
31256,31007
31258,31007
31259,31010
31260,31008
31261,31008
31262,31010
31263,31009
31264,31007
31265,31006
31266,31008
31267,31007
31268,31008
31269,31006
31270,31008
31271,31010
31272,31007
31273,31002
31274,31008
31275,31006
31276,31008
31277,31006
31278,31008
31279,31007
31280,31007
31281,31005
31282,31005
31283,31008
31284,31010
31285,31003
31286,31007
31287,31007
31288,31005
31289,31008
31290,31008
31291,31006
31292,31008
31293,31005
31294,31008
31295,31008
31296,31008
31297,31006
31299,31007
31300,31008
31301,31008
31302,31008
31303,31007
31304,31010
31305,31008
31306,31008
31308,31008
31309,31008
31310,31010
31311,31005
31312,31007
31313,31008
31314,31008
31315,31008
31316,31008
31317,31008
31318,31008
31319,31007
31320,31007
31321,31008
31322,31008
31323,31008
31324,31008
31325,31010
31326,31007
31327,31008
31328,31010
31329,31010
31330,31007
31331,31010
31332,31010
31333,31008
31334,31007
31335,31008
31336,31008
31337,31008
31338,31005
31339,31006
31340,31010
31341,31005
31342,31008
31343,31008
31344,31008
31345,31007
31346,31005
31347,31008
31348,31008
31349,31008
31350,31008
31351,31001
31352,31003
31353,31008
31354,31010
31355,31003
31356,31005
31357,31008
31358,31002
31359,31008
31360,31008
31361,31007
31362,31008
31363,31008
31364,31002
31365,31007
31366,31010
31367,31008
31368,31010
31369,31008
31370,31008
31371,31010
31372,31008
31373,31008
31374,31010
31375,31007
31376,31008
31377,31010
31378,31008
31379,31007
31380,31010
31381,31010
31382,31008
31383,31002
31384,31010
31385,31008
31386,31008
31387,31008
31388,31002
31389,31002
31390,31008
31391,31008
31392,31010
31393,31010
31394,31008
31395,31007
31396,31010
31397,31008
31398,31008
31399,31007
31400,31010
31401,31010
31402,31010
31403,31005
31404,31008
31405,31008
31406,31008
31407,31002
31408,31008
31409,31010
31410,31002
31411,31010
31412,31008
31413,31006
31414,31008
31415,31008
31416,31007
31417,31006
31418,31003
31419,31008
31420,31009
31421,31009
31422,31008
31423,31008
31424,31006
31425,31008
31426,31008
31427,31008
31428,31008
31429,31010
31430,31008
31431,31008
31432,31008
31433,31009
31434,31008
31435,31008
31436,31008
31437,31010
31439,31010
31440,31008
31441,31010
31442,31007
31443,31008
31444,31006
31445,31003
31446,31009
31447,31008
31448,31010
31449,31008
31450,31010
31451,31010
31452,31008
31453,31010
31454,31008
31455,31007
31456,31008
31457,31008
31458,31009
31459,31002
31460,31009
31461,31008
31462,31002
31463,31010
31464,31008
31465,31008
31466,31006
31467,31005
31468,31008
31469,31008
31470,31008
31471,31008
31472,31008
31473,31005
31474,31007
31475,31007
31476,31008
31477,31008
31478,31010
31479,31008
31480,31010
31481,31006
31482,31008
31483,31008
31484,31002
31485,31010
31486,31007
31487,31008
31488,31002
31489,31002
31490,31005
31491,31010
31492,31007
31493,31008
31494,31008
31495,31010
31496,31006
31497,31002
31498,31008
31499,31006
31500,31008
31501,31003
31502,31008
31503,31008
31504,31008
31505,31008
31506,31010
31507,31005
31508,31008
31509,31008
31510,31008
31511,31003
31512,31010
31513,31008
31514,31010
31515,31005
31516,31005
31517,31007
31518,31006
31519,31010
31520,31008
31521,31008
31522,31008
31523,31008
31524,31008
31525,31007
31526,31006
31527,31010
31528,31008
31529,31008
31530,31008
31531,31008
31532,31008
31533,31009
31534,31010
31535,31008
31536,31008
31537,31008
31538,31008
31539,31008
31540,31010
31541,31005
31542,31008
31543,31008
31544,31008
31545,31008
31546,31010
31547,31007
31548,31008
31549,31008
31550,31008
31551,31010
31552,31008
31553,31005
31554,31008
31555,31001
31555,31002
31555,31003
31555,31004
31555,31009
31556,31008
31557,31006
31558,31010
31559,31008
31560,31010
31561,31002
31562,31008
31563,31005
31564,31008
31565,31008
31566,31010
31567,31010
31568,31010
31569,31010
31570,31010
31571,31010
31572,31007
31573,31003
31574,31007
31575,31010
31576,31010
31577,31006
31578,31010
31579,31005
31580,31009
31581,31005
31582,31010
31583,31005
31584,31005
31585,31008
31586,31008
31587,31005
31588,31007
31589,31010
31590,31008
31591,31008
31592,31005
31593,31008
32001,32001
32002,32002
32003,32002
32004,32001
32005,32001
32007,32002
32008,32001
32009,32001
32010,32001
32012,32002
32013,32001
32014,32001
32015,32001
32016,32002
32017,32001
32018,32001
32019,32001
32020,32001
32021,32002
32022,32001
32023,32002
32024,32002
32025,32002
32026,32002
32027,32001
32028,32001
32029,32001
32030,32001
32031,32002
32032,32001
32033,32002
32034,32001
32035,32002
32036,32001
32037,32002
32038,32002
32039,32001
32040,32001
32041,32001
32042,32001
32043,32002
32044,32002
32045,32001
32046,32001
32047,32002
32048,32001
32049,32001
32050,32001
32051,32001
32052,32002
32053,32001
32054,32002
32055,32002
32056,32002
32057,32002
32058,32001
32059,32002
32060,32001
32061,32001
32062,32001
32063,32001
32064,32002
32065,32001
32066,32002
32067,32001
32068,32002
32069,32001
32070,32001
32071,32002
32072,32002
32073,32002
32075,32002
32076,32001
32077,32001
32078,32002
32079,32002
32080,32002
32081,32001
32082,32002
32083,32002
32084,32002
32085,32002
32086,32001
32087,32002
32088,32002
32089,32002
32090,32002
32091,32001
32092,32002
32093,32001
32094,32001
32095,32002
32096,32002
32097,32002
32098,32001
32099,32001
32100,32002
32101,32002
32102,32002
32103,32001
32104,32001
32105,32002
32106,32002
32107,32002
32108,32001
32109,32001
32110,32002
32111,32001
32112,32001
32113,32001
32114,32001
32115,32002
32116,32001
32117,32001
32118,32001
32119,32002
32120,32002
32121,32002
32122,32001
32123,32002
32124,32001
32125,32001
32126,32001
32127,32002
32128,32001
32129,32002
32130,32001
32131,32002
32132,32002
32133,32002
32134,32002
32135,32001
32136,32001
32138,32001
32139,32002
32140,32001
32141,32001
32142,32002
32143,32002
32144,32001
32145,32001
32146,32002
32147,32002
32148,32002
32149,32002
32150,32002
32151,32001
32152,32001
32153,32001
32154,32002
32155,32001
32156,32001
32157,32002
32158,32002
32159,32001
32160,32002
32161,32001
32162,32002
32163,32001
32164,32001
32165,32002
32166,32002
32167,32001
32169,32001
32170,32001
32171,32001
32172,32001
32173,32002
32174,32001
32175,32001
32176,32002
32177,32001
32178,32002
32180,32002
32181,32001
32182,32001
32183,32001
32184,32002
32185,32001
32186,32001
32187,32001
32188,32002
32189,32002
32190,32002
32191,32001
32192,32001
32193,32002
32194,32002
32195,32002
32196,32002
32197,32002
32198,32001
32199,32001
32200,32001
32201,32001
32202,32001
32203,32002
32204,32002
32205,32001
32206,32001
32207,32001
32208,32002
32209,32001
32210,32002
32211,32002
32212,32002
32213,32001
32214,32001
32215,32001
32216,32001
32217,32001
32218,32001
32219,32001
32220,32001
32221,32002
32222,32001
32223,32002
32224,32002
32225,32001
32226,32001
32227,32001
32228,32001
32229,32002
32230,32002
32231,32002
32232,32002
32233,32001
32234,32002
32235,32001
32236,32002
32237,32002
