,codecommune,nomcommune
28936,73286,SERRIÈRES-EN-CHAUTAGNE
28937,73288,SONNAZ
28938,73289,LA TABLE
28939,73290,VAL CENIS
28940,73292,THÉNÉSOL
28941,73293,THOIRY
28942,73294,LA THUILE
28943,73296,TIGNES
28944,73297,TOURNON
28945,73298,TOURS-EN-SAVOIE
28946,73299,TRAIZE
28947,73300,TRESSERVE
28948,73301,TRÉVIGNIN
28949,73302,LA TRINITÉ
28950,73303,UGINE
28951,73304,VAL-D'ISÈRE
28952,73306,VALLOIRE
28953,73307,VALMEINIER
28954,73308,VENTHON
28955,73309,VEREL-DE-MONTBEL
28956,73310,VEREL-PRAGONDRAN
28957,73311,LE VERNEIL
28958,73312,VERRENS-ARVEY
28959,73313,VERTHEMEX
28960,73314,VILLARD-D'HÉRY
28961,73315,VILLARD-LÉGER
28962,73316,VILLARD-SALLET
28963,73317,VILLARD-SUR-DORON
28964,73318,VILLAREMBERT
28965,73320,VILLARGONDRAN
28966,73322,VILLARODIN-BOURGET
28967,73323,VILLAROGER
28968,73324,VILLAROUX
28969,73326,VIMINES
28970,73327,VIONS
28971,73328,VIVIERS-DU-LAC
28972,73329,VOGLANS
28973,73330,YENNE
28974,74001,ABONDANCE
28975,74002,ALBY-SUR-CHÉRAN
28976,74003,ALEX
28977,74004,ALLÈVES
28978,74005,ALLINGES
28979,74006,ALLONZIER-LA-CAILLE
28980,74007,AMANCY
28981,74008,AMBILLY
28982,74009,ANDILLY
28983,74010,ANNECY
28984,74012,ANNEMASSE
28985,74013,ANTHY-SUR-LÉMAN
28986,74014,ARÂCHES-LA-FRASSE
28987,74015,ARBUSIGNY
28988,74016,ARCHAMPS
28989,74018,ARENTHON
28990,74019,ARGONAY
28991,74020,ARMOY
28992,74021,ARTHAZ-PONT-NOTRE-DAME
28993,74024,AYSE
28994,74025,BALLAISON
28995,74026,LA BALME-DE-SILLINGY
28996,74027,LA BALME-DE-THUY
28997,74029,BASSY
28998,74030,LA BAUME
28999,74031,BEAUMONT
29000,74032,BELLEVAUX
29001,74033,BERNEX
29002,74034,LE BIOT
29003,74035,BLOYE
29004,74036,BLUFFY
29005,74037,BOÃGE
29006,74038,BOGÈVE
29007,74040,BONNE
29008,74041,BONNEVAUX
29009,74042,BONNEVILLE
29010,74043,BONS-EN-CHABLAIS
29011,74044,BOSSEY
29012,74045,LE BOUCHET-MONT-CHARVIN
29013,74046,BOUSSY
29014,74048,BRENTHONNE
29015,74049,BRIZON
29016,74050,BURDIGNIN
29017,74051,CERCIER
29018,74052,CERNEX
29019,74053,CERVENS
29020,74054,CHAINAZ-LES-FRASSES
29021,74055,CHALLONGES
29022,74056,CHAMONIX-MONT-BLANC
29023,74057,CHAMPANGES
29024,74058,LA CHAPELLE-D'ABONDANCE
29025,74059,LA CHAPELLE-RAMBAUD
29026,74060,LA CHAPELLE-SAINT-MAURICE
29027,74061,CHAPEIRY
29028,74062,CHARVONNEX
29029,74063,CHÂTEL
29030,74064,CHÂTILLON-SUR-CLUSES
29031,74065,CHAUMONT
29032,74066,CHAVANNAZ
29033,74067,CHAVANOD
29034,74068,CHÊNE-EN-SEMINE
29035,74069,CHÊNEX
29036,74070,CHENS-SUR-LÉMAN
29037,74071,CHESSENAZ
29038,74072,CHEVALINE
29039,74073,CHEVENOZ
29040,74074,CHEVRIER
29041,74075,CHILLY
29042,74076,CHOISY
29043,74077,CLARAFOND-ARCINE
29044,74078,CLERMONT
29045,74079,LES CLEFS
29046,74080,LA CLUSAZ
29047,74081,CLUSES
29048,74082,COLLONGES-SOUS-SALÈVE
29049,74083,COMBLOUX
29050,74085,LES CONTAMINES-MONTJOIE
29051,74086,CONTAMINE-SARZIN
29052,74087,CONTAMINE-SUR-ARVE
29053,74088,COPPONEX
29054,74089,CORDON
29055,74090,CORNIER
29056,74091,LA CÔTE-D'ARBROZ
29057,74094,CRANVES-SALES
29058,74095,CREMPIGNY-BONNEGUÊTE
29059,74096,CRUSEILLES
29060,74097,CUSY
29061,74098,CUVAT
29062,74099,DEMI-QUARTIER
29063,74100,DESINGY
29064,74101,DINGY-EN-VUACHE
29065,74102,DINGY-SAINT-CLAIR
29066,74103,DOMANCY
29067,74104,DOUSSARD
29068,74105,DOUVAINE
29069,74106,DRAILLANT
29070,74107,DROISY
29071,74108,DUINGT
29072,74109,ÉLOISE
29073,74111,ENTREVERNES
29074,74112,EPAGNY METZ-TESSY
29075,74114,ESSERT-ROMAND
29076,74116,ETAUX
29077,74117,ÉTERCY
29078,74118,ÉTREMBIÈRES
29079,74119,ÉVIAN-LES-BAINS
29080,74121,EXCENEVEX
29081,74122,FAUCIGNY
29082,74123,FAVERGES-SEYTHENEX
29083,74124,FEIGÈRES
29084,74126,FESSY
29085,74127,FÉTERNES
29086,74128,FILLINGES
29087,74129,LA FORCLAZ
29088,74130,FRANCLENS
29089,74131,FRANGY
29090,74133,GAILLARD
29091,74134,LES GETS
29092,74135,GIEZ
29093,74136,LE GRAND-BORNAND
29094,74137,GROISY
29095,74138,GRUFFY
29096,74139,HABÈRE-LULLIN
29097,74140,HABÈRE-POCHE
29098,74141,HAUTEVILLE-SUR-FIER
29099,74142,HÉRY-SUR-ALBY
29100,74143,LES HOUCHES
29101,74144,JONZIER-ÉPAGNY
29102,74145,JUVIGNY
29103,74146,LARRINGES
29104,74147,LATHUILE
29105,74148,LESCHAUX
29106,74150,LOISIN
29107,74151,LORNAY
29108,74152,LOVAGNY
29109,74153,LUCINGES
29110,74154,LUGRIN
29111,74155,LULLIN
29112,74156,LULLY
29113,74157,LYAUD
29114,74158,MACHILLY
29115,74159,MAGLAND
29116,74160,MANIGOD
29117,74161,MARCELLAZ-ALBANAIS
29118,74162,MARCELLAZ
29119,74163,MARGENCEL
29120,74164,MARIGNIER
29121,74165,MARIGNY-SAINT-MARCEL
29122,74166,MARIN
29123,74167,VAL DE CHAISE
29124,74168,MARLIOZ
29125,74169,MARNAZ
29126,74170,MASSINGY
29127,74171,MASSONGY
29128,74172,MAXILLY-SUR-LÉMAN
29129,74173,MEGÈVE
29130,74174,MÉGEVETTE
29131,74175,MEILLERIE
29132,74176,MENTHON-SAINT-BERNARD
29133,74177,MENTHONNEX-EN-BORNES
29134,74178,MENTHONNEX-SOUS-CLERMONT
29135,74179,MÉSIGNY
29136,74180,MESSERY
29137,74183,MIEUSSY
29138,74184,MINZIER
29139,74185,MONNETIER-MORNEX
29140,74186,MONTAGNY-LES-LANCHES
29141,74188,MONTRIOND
29142,74189,MONT-SAXONNEX
29143,74190,MORILLON
29144,74191,MORZINE
29145,74192,MOYE
29146,74193,LA MURAZ
29147,74194,MÃRES
29148,74195,MUSIÈGES
29149,74196,NANCY-SUR-CLUSES
29150,74197,NANGY
29151,74198,NÂVES-PARMELAN
29152,74199,NERNIER
29153,74200,NEUVECELLE
29154,74201,NEYDENS
29155,74202,NONGLARD
29156,74203,NOVEL
29157,74205,ONNION
29158,74206,ORCIER
29159,74208,PASSY
29160,74209,PEILLONNEX
29161,74210,PERRIGNIER
29162,74211,PERS-JUSSY
29163,74212,GLIÈRES-VAL-DE-BORNE
29164,74213,POISY
29165,74215,PRAZ-SUR-ARLY
29166,74216,PRÉSILLY
29167,74218,PUBLIER
29168,74219,QUINTAL
29169,74220,REIGNIER-ÉSERY
29170,74221,LE REPOSOIR
29171,74222,REYVROZ
29172,74223,LA RIVIÈRE-ENVERSE
29173,74224,LA ROCHE-SUR-FORON
29174,74225,RUMILLY
29175,74226,SAINT-ANDRÉ-DE-BOÃGE
29176,74228,SAINT-BLAISE
29177,74229,SAINT-CERGUES
29178,74231,SAINT-EUSÈBE
29179,74232,SAINT-EUSTACHE
29180,74233,SAINT-FÉLIX
29181,74234,SAINT-FERRÉOL
29182,74235,SAINT-GERMAIN-SUR-RHÔNE
29183,74236,SAINT-GERVAIS-LES-BAINS
29184,74237,SAINT-GINGOLPH
29185,74238,SAINT-JEAN-D'AULPS
29186,74239,SAINT-JEAN-DE-SIXT
29187,74240,SAINT-JEAN-DE-THOLOME
29188,74241,SAINT-JEOIRE
29189,74242,SAINT-JORIOZ
29190,74243,SAINT-JULIEN-EN-GENEVOIS
29191,74244,SAINT-LAURENT
29192,74249,SAINT-PAUL-EN-CHABLAIS
29193,74250,SAINT-PIERRE-EN-FAUCIGNY
29194,74252,SAINT-SIGISMOND
29195,74253,SAINT-SIXT
29196,74254,SAINT-SYLVESTRE
29197,74255,SALES
29198,74256,SALLANCHES
29199,74257,SALLENÔVES
29200,74258,SAMOÃNS
29201,74259,LE SAPPEY
29202,74260,SAVIGNY
29203,74261,SAXEL
29204,74262,SCIENTRIER
29205,74263,SCIEZ
29206,74264,SCIONZIER
29207,74265,SERRAVAL
29208,74266,SERVOZ
29209,74267,SEVRIER
29210,74269,SEYSSEL
29211,74271,SEYTROUX
29212,74272,SILLINGY
29213,74273,SIXT-FER-À-CHEVAL
29214,74275,TALLOIRES-MONTMIN
29215,74276,TANINGES
29216,74278,THYEZ
29217,74279,THOLLON-LES-MÉMISES
29218,74280,THÔNES
29219,74281,THONON-LES-BAINS
29220,74282,FILLIÈRE
29221,74283,THUSY
29222,74284,LA TOUR
29223,74285,USINENS
29224,74286,VACHERESSE
29225,74287,VAILLY
29226,74288,VALLEIRY
29227,74289,VALLIÈRES-SUR-FIER
29228,74290,VALLORCINE
29229,74291,VANZY
29230,74292,VAULX
29231,74293,VEIGY-FONCENEX
29232,74294,VERCHAIX
29233,74295,LA VERNAZ
29234,74296,VERS
29235,74297,VERSONNEX
29236,74298,VÉTRAZ-MONTHOUX
29237,74299,VEYRIER-DU-LAC
29238,74301,VILLARD
29239,74302,LES VILLARDS-SUR-THÔNES
29240,74303,VILLAZ
29241,74304,VILLE-EN-SALLAZ
29242,74305,VILLE-LA-GRAND
29243,74306,VILLY-LE-BOUVERET
29244,74307,VILLY-LE-PELLOUX
29245,74308,VINZIER
29246,74309,VIRY
29247,74310,VIUZ-LA-CHIÉSAZ
29248,74311,VIUZ-EN-SALLAZ
29249,74312,VOUGY
29250,74313,VOVRAY-EN-BORNES
29251,74314,VULBENS
29252,74315,YVOIRE
29253,75101,PARIS
29254,75102,PARIS
29255,75103,PARIS
29256,75104,PARIS
29257,75105,PARIS
29258,75106,PARIS
29259,75107,PARIS
29260,75108,PARIS
29261,75109,PARIS
29262,75110,PARIS
29263,75111,PARIS
29264,75112,PARIS
29265,75113,PARIS
29266,75114,PARIS
29267,75115,PARIS
29268,75116,PARIS
29269,75117,PARIS
29270,75118,PARIS
29271,75119,PARIS
29272,75120,PARIS
29273,76001,ALLOUVILLE-BELLEFOSSE
29274,76002,ALVIMARE
29275,76004,AMBRUMESNIL
29276,76005,AMFREVILLE-LA-MI-VOIE
29277,76006,AMFREVILLE-LES-CHAMPS
29278,76007,ANCEAUMEVILLE
29279,76008,ANCOURT
29280,76009,ANCOURTEVILLE-SUR-HÉRICOURT
29281,76010,ANCRETIÉVILLE-SAINT-VICTOR
29282,76011,ANCRETTEVILLE-SUR-MER
29283,76012,ANGERVILLE-BAILLEUL
29284,76013,ANGERVILLE-LA-MARTEL
29285,76014,ANGERVILLE-L'ORCHER
29286,76015,ANGIENS
29287,76016,ANGLESQUEVILLE-LA-BRAS-LONG
29288,76017,ANGLESQUEVILLE-L'ESNEVAL
29289,76018,VAL-DE-SAÂNE
29290,76019,ANNEVILLE-SUR-SCIE
29291,76020,ANNEVILLE-AMBOURVILLE
29292,76021,ANNOUVILLE-VILMESNIL
29293,76022,ANQUETIERVILLE
29294,76023,ANVÉVILLE
29295,76024,ARDOUVAL
29296,76025,ARGUEIL
29297,76026,ARQUES-LA-BATAILLE
29298,76028,AUBÉGUIMONT
29299,76029,AUBERMESNIL-AUX-ERABLES
29300,76030,AUBERMESNIL-BEAUMAIS
29301,76032,AUBERVILLE-LA-MANUEL
29302,76033,AUBERVILLE-LA-RENAULT
29303,76034,VAL-DE-SCIE
29304,76035,AUMALE
29305,76036,AUPPEGARD
29306,76038,AUTHIEUX-RATIÉVILLE
29307,76039,LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN
29308,76040,AUTIGNY
29309,76041,LES HAUTS-DE-CAUX
29310,76042,AUVILLIERS
29311,76043,AUZEBOSC
29312,76045,AUZOUVILLE-L'ESNEVAL
29313,76046,AUZOUVILLE-SUR-RY
29314,76047,AUZOUVILLE-SUR-SAÂNE
29315,76048,AVESNES-EN-BRAY
29316,76049,AVESNES-EN-VAL
29317,76050,AVREMESNIL
29318,76051,BACQUEVILLE-EN-CAUX
29319,76052,BAILLEUL-NEUVILLE
29320,76053,BAILLOLET
29321,76054,BAILLY-EN-RIVIÈRE
29322,76055,BAONS-LE-COMTE
29323,76056,BARDOUVILLE
29324,76057,BARENTIN
29325,76058,BAROMESNIL
29326,76059,BAZINVAL
29327,76060,BEAUBEC-LA-ROSIÈRE
29328,76062,BEAUMONT-LE-HARENG
29329,76063,BEAUVAL-EN-CAUX
29330,76064,BEAUREPAIRE
29331,76065,BEAUSSAULT
29332,76066,BEAUTOT
29333,76067,BEAUVOIR-EN-LYONS
29334,76068,BEC-DE-MORTAGNE
29335,76069,BELBEUF
29336,76070,BELLENCOMBRE
29337,76071,BELLENGREVILLE
29338,76072,BELLEVILLE-EN-CAUX
29339,76074,LA BELLIÈRE
29340,76075,BELMESNIL
29341,76076,BÉNARVILLE
29342,76077,BÉNESVILLE
29343,76079,BÉNOUVILLE
29344,76082,BERNIÈRES
29345,76083,BERTHEAUVILLE
29346,76084,BERTREVILLE
29347,76085,BERTREVILLE-SAINT-OUEN
29348,76086,BERTRIMONT
29349,76087,BERVILLE-EN-CAUX
29350,76088,BERVILLE-SUR-SEINE
29351,76090,BEUZEVILLE-LA-GRENIER
29352,76091,BEUZEVILLE-LA-GUÉRARD
29353,76092,BEUZEVILLETTE
29354,76093,BÉZANCOURT
29355,76094,BIERVILLE
29356,76095,BIHOREL
29357,76096,BIVILLE-LA-BAIGNARDE
29358,76097,BIVILLE-LA-RIVIÈRE
29359,76099,BLACQUEVILLE
29360,76100,BLAINVILLE-CREVON
29361,76101,BLANGY-SUR-BRESLE
29362,76103,BONSECOURS
29363,76104,BLOSSEVILLE
29364,76105,LE BOCASSE
29365,76106,BOIS-D'ENNEBOURG
29366,76107,BOIS-GUILBERT
29367,76108,BOIS-GUILLAUME
29368,76109,BOIS-HÉROULT
29369,76110,BOIS-HIMONT
29370,76111,BOIS-L'EVÊQUE
29371,76112,LE BOIS-ROBERT
29372,76113,BOISSAY
29373,76114,BOLBEC
29374,76115,BOLLEVILLE
29375,76116,BOOS
29376,76117,BORDEAUX-SAINT-CLAIR
29377,76118,BORNAMBUSC
29378,76119,BOSC-BÉRENGER
29379,76120,BOSC-BORDEL
29380,76121,BOSC-EDELINE
29381,76122,CALLENGEVILLE
29382,76123,BOSC-GUÉRARD-SAINT-ADRIEN
29383,76124,BOSC-HYONS
29384,76125,BOSC-LE-HARD
29385,76126,BOSC-MESNIL
29386,76128,BOSVILLE
29387,76129,BOUDEVILLE
29388,76130,BOUELLES
29389,76131,LA BOUILLE
29390,76132,BOURDAINVILLE
29391,76133,LE BOURG-DUN
29392,76134,BOURVILLE
29393,76135,BOUVILLE
29394,76136,BRACHY
29395,76138,BRACQUETUIT
29396,76139,BRADIANCOURT
29397,76140,BRAMETOT
29398,76141,BRÉAUTÉ
29399,76142,BRÉMONTIER-MERVAL
29400,76143,BRETTEVILLE-DU-GRAND-CAUX
29401,76144,BRETTEVILLE-SAINT-LAURENT
29402,76146,BUCHY
29403,76147,BULLY
29404,76148,BURES-EN-BRAY
29405,76149,BUTOT
29406,76151,CAILLEVILLE
29407,76152,CAILLY
29408,76153,CALLEVILLE-LES-DEUX-EGLISES
29409,76154,CAMPNEUSEVILLE
29410,76155,CANEHAN
29411,76156,CANOUVILLE
29412,76157,CANTELEU
29413,76158,CANVILLE-LES-DEUX-EGLISES
29414,76159,CANY-BARVILLE
29415,76160,CARVILLE-LA-FOLLETIÈRE
29416,76161,CARVILLE-POT-DE-FER
29417,76162,LE CATELIER
29418,76163,CATENAY
29419,76164,RIVES-EN-SEINE
29420,76165,CAUDEBEC-LÈS-ELBEUF
29421,76166,LE CAULE-SAINTE-BEUVE
29422,76167,CAUVILLE-SUR-MER
29423,76168,LES CENT-ACRES
29424,76169,LA CERLANGUE
29425,76170,LA CHAPELLE-DU-BOURGAY
29426,76171,LA CHAPELLE-SAINT-OUEN
29427,76172,LA CHAPELLE-SUR-DUN
29428,76173,LA CHAUSSÉE
29429,76174,CIDEVILLE
29430,76175,CLAIS
29431,76176,CLASVILLE
29432,76177,CLAVILLE-MOTTEVILLE
29433,76178,CLÉON
29434,76179,CLÈRES
29435,76180,CLEUVILLE
29436,76181,CLÉVILLE
29437,76182,CLIPONVILLE
29438,76183,COLLEVILLE
29439,76184,COLMESNIL-MANNEVILLE
29440,76185,COMPAINVILLE
29441,76186,CONTEVILLE
29442,76187,CONTREMOULINS
29443,76188,COTTÉVRARD
29444,76189,CRASVILLE-LA-MALLET
29445,76190,CRASVILLE-LA-ROCQUEFORT
29446,76192,CRIEL-SUR-MER
29447,76193,LA CRIQUE
29448,76194,CRIQUEBEUF-EN-CAUX
29449,76195,CRIQUETOT-LE-MAUCONDUIT
29450,76196,CRIQUETOT-L'ESNEVAL
29451,76197,CRIQUETOT-SUR-LONGUEVILLE
29452,76198,CRIQUETOT-SUR-OUVILLE
29453,76199,CRIQUIERS
29454,76200,CRITOT
29455,76201,CROISY-SUR-ANDELLE
29456,76202,CROIXDALLE
29457,76203,CROIX-MARE
29458,76204,CROPUS
29459,76205,CROSVILLE-SUR-SCIE
29460,76206,CUVERVILLE
29461,76207,CUVERVILLE-SUR-YÈRES
29462,76208,CUY-SAINT-FIACRE
29463,76209,DAMPIERRE-EN-BRAY
29464,76210,DAMPIERRE-SAINT-NICOLAS
29465,76211,DANCOURT
29466,76212,DARNÉTAL
29467,76213,DAUBEUF-SERVILLE
29468,76214,DÉNESTANVILLE
29469,76216,DÉVILLE-LÈS-ROUEN
29470,76217,DIEPPE
29471,76218,DOUDEAUVILLE
29472,76219,DOUDEVILLE
29473,76220,DOUVREND
29474,76221,DROSAY
29475,76222,DUCLAIR
29476,76223,ECALLES-ALIX
29477,76224,ECRAINVILLE
29478,76225,ECRETTEVILLE-LÈS-BAONS
29479,76226,ECRETTEVILLE-SUR-MER
29480,76227,ECTOT-L'AUBER
29481,76228,ECTOT-LÈS-BAONS
29482,76229,ELBEUF-EN-BRAY
29483,76230,ELBEUF-SUR-ANDELLE
29484,76231,ELBEUF
29485,76232,ELETOT
29486,76233,ELLECOURT
29487,76234,EMANVILLE
29488,76235,ENVERMEU
29489,76236,ENVRONVILLE
29490,76237,EPINAY-SUR-DUCLAIR
29491,76238,EPOUVILLE
29492,76239,EPRETOT
29493,76240,EPREVILLE
29494,76241,ERMENOUVILLE
29495,76242,ERNEMONT-LA-VILLETTE
29496,76243,ERNEMONT-SUR-BUCHY
29497,76244,ESCLAVELLES
29498,76245,ESLETTES
29499,76247,ESTEVILLE
29500,76249,ETAIMPUIS
29501,76250,ETAINHUS
29502,76251,ETALLEVILLE
29503,76252,ETALONDES
29504,76253,ETOUTTEVILLE
29505,76254,ETRETAT
29506,76255,EU
29507,76257,FALLENCOURT
29508,76258,TERRES-DE-CAUX
29509,76259,FÉCAMP
29510,76260,FERRIÈRES-EN-BRAY
29511,76261,LA FERTÉ-SAINT-SAMSON
29512,76262,FESQUES
29513,76263,LA FEUILLIE
29514,76264,FLAMANVILLE
29515,76265,FLAMETS-FRÉTILS
29516,76266,FLOCQUES
29517,76268,FONGUEUSEMARE
29518,76269,FONTAINE-EN-BRAY
29519,76270,FONTAINE-LA-MALLET
29520,76271,FONTAINE-LE-BOURG
29521,76272,FONTAINE-LE-DUN
29522,76273,FONTAINE-SOUS-PRÉAUX
29523,76274,LA FONTELAYE
29524,76275,FONTENAY
29525,76276,FORGES-LES-EAUX
29526,76278,FOUCARMONT
29527,76279,FOUCART
29528,76280,FRÉAUVILLE
29529,76281,LA FRÉNAYE
29530,76282,FRENEUSE
29531,76283,FRESLES
29532,76284,FRESNAY-LE-LONG
29533,76285,FRESNE-LE-PLAN
29534,76286,FRESNOY-FOLNY
29535,76287,FRESQUIENNES
29536,76288,FREULLEVILLE
29537,76289,SAINT-MARTIN-DE-L'IF
29538,76290,FRICHEMESNIL
29539,76291,FROBERVILLE
29540,76292,FRY
29541,76293,FULTOT
29542,76294,LA GAILLARDE
29543,76295,GAILLEFONTAINE
29544,76296,GAINNEVILLE
29545,76297,GANCOURT-SAINT-ETIENNE
29546,76298,GANZEVILLE
29547,76299,GERPONVILLE
29548,76300,GERVILLE
29549,76302,GODERVILLE
29550,76303,GOMMERVILLE
29551,76304,GONFREVILLE-CAILLOT
29552,76305,GONFREVILLE-L'ORCHER
29553,76306,GONNETOT
29554,76307,GONNEVILLE-LA-MALLET
29555,76308,GONNEVILLE-SUR-SCIE
29556,76309,GONZEVILLE
29557,76311,GOUPILLIÈRES
29558,76312,GOURNAY-EN-BRAY
29559,76313,GOUY
29560,76314,GRAIMBOUVILLE
29561,76315,GRAINVILLE-LA-TEINTURIÈRE
29562,76316,GRAINVILLE-SUR-RY
29563,76317,GRAINVILLE-YMAUVILLE
29564,76318,GRAND-CAMP
29565,76319,GRAND-COURONNE
29566,76320,GRANDCOURT
29567,76321,LES GRANDES-VENTES
29568,76322,LE GRAND-QUEVILLY
29569,76323,GRAVAL
29570,76324,GRÈGES
29571,76325,GRÉMONVILLE
29572,76327,GREUVILLE
29573,76328,GRIGNEUSEVILLE
29574,76329,GRUCHET-LE-VALASSE
29575,76330,GRUCHET-SAINT-SIMÉON
29576,76331,GRUGNY
29577,76332,GRUMESNIL
29578,76333,GUERVILLE
29579,76334,GUEURES
29580,76335,GUEUTTEVILLE
29581,76336,GUEUTTEVILLE-LES-GRÈS
29582,76338,LA HALLOTIÈRE
29583,76339,LE HANOUARD
29584,76340,HARCANVILLE
29585,76341,HARFLEUR
29586,76342,HATTENVILLE
29587,76343,HAUCOURT
29588,76344,HAUDRICOURT
29589,76345,HAUSSEZ
29590,76346,HAUTOT-L'AUVRAY
29591,76347,HAUTOT-LE-VATOIS
29592,76348,HAUTOT-SAINT-SULPICE
29593,76349,HAUTOT-SUR-MER
29594,76350,HAUTOT-SUR-SEINE
29595,76351,LE HAVRE
29596,76352,LA HAYE
29597,76353,HÉBERVILLE
29598,76354,HÉNOUVILLE
29599,76355,HÉRICOURT-EN-CAUX
29600,76356,HERMANVILLE
29601,76357,HERMEVILLE
29602,76358,LE HÉRON
29603,76359,HÉRONCHELLES
29604,76360,HEUGLEVILLE-SUR-SCIE
29605,76361,HEUQUEVILLE
29606,76362,HEURTEAUVILLE
29607,76363,HODENG-AU-BOSC
29608,76364,HODENG-HODENGER
29609,76365,HOUDETOT
29610,76366,LE HOULME
29611,76367,HOUPPEVILLE
29612,76368,HOUQUETOT
29613,76369,LA HOUSSAYE-BÉRANGER
29614,76370,HUGLEVILLE-EN-CAUX
29615,76371,LES IFS
29616,76372,ILLOIS
29617,76373,IMBLEVILLE
29618,76374,INCHEVILLE
29619,76375,INGOUVILLE
29620,76377,ISNEAUVILLE
29621,76378,JUMIÈGES
29622,76379,LAMBERVILLE
29623,76380,LAMMERVILLE
29624,76381,LANDES-VIEILLES-ET-NEUVES
29625,76382,LANQUETOT
29626,76383,LESTANVILLE
29627,76384,LILLEBONNE
29628,76385,LIMÉSY
29629,76386,LIMPIVILLE
29630,76387,LINDEBEUF
29631,76388,LINTOT
29632,76389,LINTOT-LES-BOIS
29633,76390,LES LOGES
29634,76391,LA LONDE
29635,76392,LONDINIÈRES
29636,76393,LONGMESNIL
29637,76394,LONGROY
29638,76395,LONGUEIL
29639,76396,LONGUERUE
29640,76397,LONGUEVILLE-SUR-SCIE
29641,76398,LOUVETOT
29642,76399,LUCY
29643,76400,LUNERAY
29644,76401,ARELAUNE-EN-SEINE
29645,76402,MALAUNAY
29646,76403,MALLEVILLE-LES-GRÈS
29647,76404,MANÉGLISE
29648,76405,MANÉHOUVILLE
29649,76406,MANIQUERVILLE
29650,76407,MANNEVILLE-ÈS-PLAINS
29651,76408,MANNEVILLE-LA-GOUPIL
29652,76409,MANNEVILLETTE
29653,76410,MAROMME
29654,76411,MARQUES
29655,76412,MARTAINVILLE-EPREVILLE
29656,76413,MARTIGNY
29657,76414,MARTIN-EGLISE
29658,76415,MASSY
29659,76416,MATHONVILLE
29660,76417,MAUCOMBLE
29661,76418,MAULÉVRIER-SAINTE-GERTRUDE
29662,76419,MAUNY
29663,76420,MAUQUENCHY
29664,76421,MÉLAMARE
29665,76422,MELLEVILLE
29666,76423,MÉNERVAL
29667,76424,MÉNONVAL
29668,76425,MENTHEVILLE
29669,76426,MÉSANGUEVILLE
29670,76427,MESNIÈRES-EN-BRAY
29671,76428,LE MESNIL-DURDENT
29672,76429,LE MESNIL-ESNARD
29673,76430,MESNIL-FOLLEMPRISE
29674,76431,LE MESNIL-LIEUBRAY
29675,76432,MESNIL-MAUGER
29676,76433,MESNIL-PANNEVILLE
29677,76434,MESNIL-RAOUL
29678,76435,LE MESNIL-RÉAUME
29679,76436,LE MESNIL-SOUS-JUMIÈGES
29680,76437,MEULERS
29681,76438,MILLEBOSC
29682,76439,MIRVILLE
29683,76440,MOLAGNIES
29684,76441,MONCHAUX-SORENG
29685,76442,MONCHY-SUR-EU
29686,76443,MONT-CAUVAIRE
29687,76445,MONTÉROLIER
29688,76446,MONTIGNY
29689,76447,MONTIVILLIERS
29690,76448,MONTMAIN
29691,76449,MONTREUIL-EN-CAUX
29692,76450,MONTROTY
29693,76451,MONT-SAINT-AIGNAN
29694,76452,MONTVILLE
29695,76453,MORGNY-LA-POMMERAYE
29696,76454,MORTEMER
29697,76455,MORVILLE-SUR-ANDELLE
29698,76456,MOTTEVILLE
29699,76457,MOULINEAUX
29700,76458,MUCHEDENT
29701,76459,NESLE-HODENG
29702,76460,NESLE-NORMANDEUSE
29703,76461,NEUFBOSC
29704,76462,NEUFCHÂTEL-EN-BRAY
29705,76463,NEUF-MARCHÉ
29706,76464,LA NEUVILLE-CHANT-D'OISEL
29707,76465,NEUVILLE-FERRIÈRES
29708,76467,NÉVILLE
29709,76468,NOINTOT
29710,76469,NOLLÉVAL
29711,76470,NORMANVILLE
29712,76471,NORVILLE
29713,76472,NOTRE-DAME-D'ALIERMONT
29714,76473,NOTRE-DAME-DE-BLIQUETUIT
29715,76474,NOTRE-DAME-DE-BONDEVILLE
29716,76475,FRANQUEVILLE-SAINT-PIERRE
29717,76476,PORT-JÉRÔME-SUR-SEINE
29718,76477,NOTRE-DAME-DU-BEC
29719,76478,NOTRE-DAME-DU-PARC
29720,76479,NULLEMONT
29721,76480,OCQUEVILLE
29722,76481,OCTEVILLE-SUR-MER
29723,76482,OFFRANVILLE
29724,76483,OHERVILLE
29725,76484,OISSEL
29726,76485,OMONVILLE
29727,76486,ORIVAL
29728,76487,OSMOY-SAINT-VALERY
29729,76488,OUAINVILLE
29730,76489,OUDALLE
29731,76490,OURVILLE-EN-CAUX
29732,76491,OUVILLE-L'ABBAYE
29733,76492,OUVILLE-LA-RIVIÈRE
29734,76493,PALUEL
29735,76494,PARC-D'ANXTOT
29736,76495,PAVILLY
29737,76497,PETIT-COURONNE
29738,76498,LE PETIT-QUEVILLY
29739,76499,PETIVILLE
29740,76500,PIERRECOURT
29741,76501,PIERREFIQUES
29742,76502,PIERREVAL
29743,76503,PISSY-PÔVILLE
29744,76504,PLEINE-SÈVE
29745,76505,POMMEREUX
29746,76506,POMMERÉVAL
29747,76507,PONTS-ET-MARAIS
29748,76508,LA POTERIE-CAP-D'ANTIFER
29749,76509,PRÉAUX
